       time,     latitude,    longitude,depth,        mag,place
2021-02-10,28.5583,-17.8343,14,3.4,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5625,-17.8445,11,2.1,N FUENCALIENTE DE LA PALMA.ILP
2021-02-10,28.5568,-17.8369,13,3.1,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5897,-17.8355,9,2.2,W VILLA DE MAZO.ILP
2021-02-10,28.5564,-17.8331,15,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5754,-17.8869,10,2.5,S EL PASO.ILP
2021-02-10,28.5783,-17.8326,11,2.3,SW VILLA DE MAZO.ILP
2021-02-10,28.5611,-17.8423,11,3.6,N FUENCALIENTE DE LA PALMA.ILP
2021-02-10,28.5621,-17.8335,14,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5668,-17.8403,14,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5691,-17.8391,10,2.7,SW VILLA DE MAZO.ILP
2021-02-10,28.5713,-17.833,12,2.7,SW VILLA DE MAZO.ILP
2021-02-10,28.5611,-17.8505,10,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-02-10,28.5524,-17.8318,12,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5698,-17.8212,10,2.6,SW VILLA DE MAZO.ILP
2021-02-10,28.5629,-17.7889,34,2.8,SW VILLA DE MAZO.ILP
2021-02-10,28.5567,-17.8353,13,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5548,-17.8281,15,2.9,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5995,-17.7975,35,3,W VILLA DE MAZO.ILP
2021-02-10,28.5603,-17.8386,11,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5534,-17.8381,14,3.2,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5638,-17.8326,13,3,SW VILLA DE MAZO.ILP
2021-02-10,28.54,-17.7653,26,2.4,S VILLA DE MAZO.ILP
2021-02-10,28.5591,-17.8411,13,3.1,NE FUENCALIENTE DE LA PALMA.IL
2021-02-10,28.5046,-17.8029,23,2.4,E FUENCALIENTE DE LA PALMA.ILP
2021-02-10,28.5608,-17.8434,12,3,N FUENCALIENTE DE LA PALMA.ILP
2021-02-10,28.5684,-17.7934,36,3.1,SW VILLA DE MAZO.ILP
2021-02-10,28.5038,-17.8155,30,2.5,E FUENCALIENTE DE LA PALMA.ILP
2021-02-10,28.5585,-17.8373,14,3,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5689,-17.8515,11,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5584,-17.8342,13,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5566,-17.8526,11,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5542,-17.8306,14,3.5,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,29.1934,-14.5511,13,2.8,ATLÃNTICO-CANARIAS
2021-03-10,28.5764,-17.8016,14,2.6,SW VILLA DE MAZO.ILP
2021-03-10,28.5589,-17.8399,13,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5616,-17.837,14,3.2,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5566,-17.8433,13,3.1,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5487,-17.8294,14,2.4,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5534,-17.8309,10,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.0862,-16.2878,27,1.7,ATLÃNTICO-CANARIAS
2021-03-10,28.5721,-17.8147,12,3.2,SW VILLA DE MAZO.ILP
2021-03-10,28.5562,-17.8433,12,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5488,-17.8241,14,3.1,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5522,-17.8363,14,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5618,-17.8371,11,3,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5632,-17.8282,12,2.7,SW VILLA DE MAZO.ILP
2021-03-10,28.5207,-17.8039,30,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.4987,-17.8312,31,2.6,E FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.563,-17.8393,11,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.1983,-16.4803,16,1.6,N ARICO.ITF
2021-03-10,28.0123,-16.1337,31,2.7,ATLÃNTICO-CANARIAS
2021-03-10,28.5528,-17.8053,17,2.4,SW VILLA DE MAZO.ILP
2021-03-10,28.5621,-17.8279,9,2.3,SW VILLA DE MAZO.ILP
2021-03-10,28.5667,-17.8359,8,2.6,SW VILLA DE MAZO.ILP
2021-03-10,28.5608,-17.8545,11,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5723,-17.8396,13,2.9,SW VILLA DE MAZO.ILP
2021-03-10,28.5688,-17.82,10,2.6,SW VILLA DE MAZO.ILP
2021-03-10,28.5629,-17.8261,12,3.7,SW VILLA DE MAZO.ILP
2021-03-10,28.5592,-17.8264,12,3.5,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.557,-17.8451,10,3.4,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5602,-17.8287,12,2.9,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5592,-17.8407,12,3.4,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5592,-17.8463,12,3.4,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5664,-17.8141,14,2.5,SW VILLA DE MAZO.ILP
2021-03-10,28.5601,-17.8577,13,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-03-10,28.5562,-17.8402,13,3.2,NE FUENCALIENTE DE LA PALMA.IL
2021-03-10,28.5842,-17.8249,10,2.4,SW VILLA DE MAZO.ILP
2021-04-10,28.5555,-17.8479,7,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5605,-17.8551,13,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5739,-17.8441,11,2.5,SW VILLA DE MAZO.ILP
2021-04-10,28.5676,-17.8327,13,2.7,SW VILLA DE MAZO.ILP
2021-04-10,28.5653,-17.8149,12,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5465,-17.8499,14,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5631,-17.842,11,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5634,-17.8586,12,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5665,-17.8283,11,2.4,SW VILLA DE MAZO.ILP
2021-04-10,28.5645,-17.8206,11,2.9,SW VILLA DE MAZO.ILP
2021-04-10,28.5691,-17.8381,13,2.5,SW VILLA DE MAZO.ILP
2021-04-10,28.5429,-17.8494,13,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5626,-17.8513,11,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5725,-17.8448,13,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5866,-17.8343,11,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5631,-17.8093,15,3,SW VILLA DE MAZO.ILP
2021-04-10,28.5564,-17.8458,14,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5323,-17.8477,14,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5098,-17.8616,14,2.5,NW FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5531,-17.8323,14,3.1,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5528,-17.8315,14,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.563,-17.8242,12,2.9,SW VILLA DE MAZO.ILP
2021-04-10,28.5666,-17.8324,11,2.8,SW VILLA DE MAZO.ILP
2021-04-10,28.1571,-16.728,7,0.8,N ADEJE.ITF
2021-04-10,28.5606,-17.8494,11,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5535,-17.8302,14,3.4,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.564,-17.8393,12,3,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5528,-17.8399,11,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5605,-17.8277,13,3,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5736,-17.8209,12,3.2,SW VILLA DE MAZO.ILP
2021-04-10,28.5595,-17.8193,13,3.4,SW VILLA DE MAZO.ILP
2021-04-10,28.554,-17.8374,10,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5663,-17.8216,14,3.1,SW VILLA DE MAZO.ILP
2021-04-10,28.5569,-17.8406,11,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5537,-17.8371,11,3.3,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5587,-17.8288,10,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5637,-17.8321,12,3.3,SW VILLA DE MAZO.ILP
2021-04-10,28.5624,-17.832,10,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5534,-17.841,13,3.2,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5586,-17.8421,12,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5559,-17.8161,14,2.7,SW VILLA DE MAZO.ILP
2021-04-10,28.5605,-17.8313,12,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5959,-17.8179,30,3.1,W VILLA DE MAZO.ILP
2021-04-10,28.5497,-17.8367,14,3.1,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5554,-17.8341,14,3.1,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5942,-17.8286,10,2.6,W VILLA DE MAZO.ILP
2021-04-10,28.5644,-17.823,12,3.4,SW VILLA DE MAZO.ILP
2021-04-10,28.5512,-17.8277,13,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5505,-17.8365,15,3.3,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5318,-17.8506,12,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5528,-17.8475,14,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5869,-17.8387,11,2.2,SW VILLA DE MAZO.ILP
2021-04-10,28.5678,-17.8736,9,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5601,-17.8502,9,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5651,-17.829,11,3.7,SW VILLA DE MAZO.ILP
2021-04-10,28.556,-17.8412,14,3,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5518,-17.8417,12,3.3,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5644,-17.8564,10,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.561,-17.8477,10,3,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5574,-17.854,13,2.3,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5661,-17.8496,10,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5676,-17.8382,10,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5643,-17.8203,12,3.4,SW VILLA DE MAZO.ILP
2021-04-10,28.5654,-17.827,11,3,SW VILLA DE MAZO.ILP
2021-04-10,28.5622,-17.8297,10,2.9,SW VILLA DE MAZO.ILP
2021-04-10,28.5688,-17.8315,10,2.7,SW VILLA DE MAZO.ILP
2021-04-10,28.5601,-17.8319,11,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5641,-17.828,13,2.8,SW VILLA DE MAZO.ILP
2021-04-10,28.5735,-17.8481,10,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5649,-17.8348,10,3.2,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5645,-17.7825,35,3.2,S VILLA DE MAZO.ILP
2021-04-10,28.5679,-17.8423,10,3.7,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5651,-17.8296,11,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5637,-17.8422,13,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5592,-17.8189,16,3.1,SW VILLA DE MAZO.ILP
2021-04-10,28.5574,-17.8226,10,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5568,-17.8361,16,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5462,-17.8203,16,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5766,-17.8059,15,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5608,-17.8216,14,2.5,SW VILLA DE MAZO.ILP
2021-04-10,28.5617,-17.8438,11,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.562,-17.8378,15,2.9,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.569,-17.8321,13,2.8,SW VILLA DE MAZO.ILP
2021-04-10,28.5656,-17.8287,15,2.7,SW VILLA DE MAZO.ILP
2021-04-10,28.5624,-17.8542,13,2.9,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5863,-17.8466,7,2.3,W VILLA DE MAZO.ILP
2021-04-10,28.5651,-17.8287,10,3.4,SW VILLA DE MAZO.ILP
2021-04-10,28.56,-17.8325,11,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5558,-17.8354,8,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5484,-17.8393,14,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5596,-17.8289,14,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5683,-17.8233,12,2.4,SW VILLA DE MAZO.ILP
2021-04-10,28.5659,-17.8489,11,3.1,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5554,-17.8394,13,2.9,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5628,-17.8298,12,2.6,SW VILLA DE MAZO.ILP
2021-04-10,28.5744,-17.8546,11,2.7,N FUENCALIENTE DE LA PALMA.ILP
2021-04-10,28.5733,-17.8251,13,2.4,SW VILLA DE MAZO.ILP
2021-04-10,28.5527,-17.8284,14,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,28.5541,-17.8226,17,2.6,NE FUENCALIENTE DE LA PALMA.IL
2021-04-10,27.7422,-18.1357,29,2.6,W FRONTERA.IHI
2021-05-10,28.0505,-16.1704,6,1.8,ATLÃNTICO-CANARIAS
2021-05-10,28.5613,-17.833,11,3,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5534,-17.8621,10,3.2,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5563,-17.8411,15,2.7,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5627,-17.8284,13,2.9,SW VILLA DE MAZO.ILP
2021-05-10,28.5637,-17.849,12,2.7,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5651,-17.8265,14,2.9,SW VILLA DE MAZO.ILP
2021-05-10,28.5568,-17.8186,14,3.1,SW VILLA DE MAZO.ILP
2021-05-10,28.558,-17.8421,14,3.5,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5584,-17.8616,9,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5611,-17.8204,14,2.8,SW VILLA DE MAZO.ILP
2021-05-10,28.6168,-17.8083,38,3.9,NW VILLA DE MAZO.ILP
2021-05-10,28.5917,-17.8427,5,2.3,W VILLA DE MAZO.ILP
2021-05-10,28.637,-17.7808,35,2.8,SW BREÃ‘A BAJA.ILP
2021-05-10,28.6068,-17.7926,37,3.4,W VILLA DE MAZO.ILP
2021-05-10,28.5529,-17.8313,15,2.5,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.6442,-17.7765,37,3.3,W BREÃ‘A BAJA.ILP
2021-05-10,28.5642,-17.8242,11,3.2,SW VILLA DE MAZO.ILP
2021-05-10,28.6207,-17.8251,30,3,NW VILLA DE MAZO.ILP
2021-05-10,28.5806,-17.8659,34,3.1,S EL PASO.ILP
2021-05-10,28.5586,-17.8389,14,3.4,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5667,-17.8405,13,3.5,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5685,-17.8476,12,3.6,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5539,-17.8355,13,3.3,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5549,-17.835,13,3.5,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5671,-17.8373,13,3.5,SW VILLA DE MAZO.ILP
2021-05-10,28.5826,-17.8257,12,2.5,SW VILLA DE MAZO.ILP
2021-05-10,28.5671,-17.8367,11,2.8,SW VILLA DE MAZO.ILP
2021-05-10,28.5786,-17.8284,37,3.6,SW VILLA DE MAZO.ILP
2021-05-10,28.5782,-17.8564,10,2.7,SE EL PASO.ILP
2021-05-10,28.5487,-17.8345,13,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5541,-17.8334,13,3.4,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5606,-17.8394,13,3,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5771,-17.8192,14,2.9,SW VILLA DE MAZO.ILP
2021-05-10,28.5712,-17.8357,11,2.5,SW VILLA DE MAZO.ILP
2021-05-10,28.5691,-17.8453,12,2.5,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5799,-17.8468,10,2.8,SW VILLA DE MAZO.ILP
2021-05-10,28.5869,-17.7973,39,3.5,SW VILLA DE MAZO.ILP
2021-05-10,28.5551,-17.8443,14,2.8,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5543,-17.8404,14,2.8,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5672,-17.8377,13,2.7,SW VILLA DE MAZO.ILP
2021-05-10,28.5487,-17.8443,14,3.3,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5618,-17.8371,11,3.4,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5519,-17.8346,14,2.9,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5563,-17.8293,11,2.4,NE FUENCALIENTE DE LA PALMA.IL
2021-05-10,28.5688,-17.8357,13,2.4,SW VILLA DE MAZO.ILP
2021-05-10,28.561,-17.8439,11,2.4,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.5839,-17.8378,10,2.5,SW VILLA DE MAZO.ILP
2021-05-10,28.5661,-17.8431,11,2.6,N FUENCALIENTE DE LA PALMA.ILP
2021-05-10,28.0618,-16.211,16,1.8,ATLÃNTICO-CANARIAS
